id,label
"world leaders, billionaires, and government officials","world leaders, billionaires, and government officials"
world-stage individual,world-stage individual
written response expressing indignation about accusations,written response expressing indignation about accusations
yellow sweatpants,yellow sweatpants
yellow sweatpants in reference to protest movement,yellow sweatpants in reference to protest movement
young girls,young girls
young woman staff member,young woman staff member
young women,young women
young women at Wolff's residence and private aircraft,young women at Wolff's residence and private aircraft
young women in their 20s and 30s,young women in their 20s and 30s
young women introduced by Ghislaine Maxwell,young women introduced by Ghislaine Maxwell
Palm Beach real estate parcel,Palm Beach real estate parcel
Marie Villafana,Marie Villafana
R. Alexander Acosta,R. Alexander Acosta
Barry Cohen,Barry Cohen
Barry J. Cohen,Barry J. Cohen
Bradley James Edwards,Bradley James Edwards
Bradley Edwards,Bradley Edwards
Noam Chomsky,Noam Chomsky
Palm Beach County Circuit Court,Palm Beach County Circuit Court
victim,victim
Joseph Recarey,Joseph Recarey
Police Chief Michael Reiter,Police Chief Michael Reiter
Michael Reiter,Michael Reiter
U.S. District Court,U.S. District Court
Larry Summers,Larry Summers
Lisa New,Lisa New
FBI Miami,FBI Miami
federal prosecutors,federal prosecutors
federal government,federal government
Federal prosecutors,Federal prosecutors
Palm Beach County Court,Palm Beach County Court
Florida court,Florida court
Florida state court,Florida state court
Gmax,Gmax
Gerald Lefcourt,Gerald Lefcourt
Gerald B. Lefcourt,Gerald B. Lefcourt
gmax,gmax
Hillary Clinton,Hillary Clinton
Jane Doe #1,Jane Doe #1
Jane Doe #2,Jane Doe #2
Jane Doe #3,Jane Doe #3
Jane Doe #4,Jane Doe #4
Jane Doe #102,Jane Doe #102
Jean-Luc Brunel,Jean-Luc Brunel
Detective Joseph Recarey,Detective Joseph Recarey
Kurz,Kurz
Lawrence Summers,Lawrence Summers
Leslie Wexner,Leslie Wexner
Elisa New,Elisa New
Crown Prince MBS,Crown Prince MBS
Michael D. Cohen,Michael D. Cohen
The New York Times,The New York Times
Palm Beach County Jail,Palm Beach County Jail
Palm Beach County Stockade,Palm Beach County Stockade
Alexander Acosta,Alexander Acosta
Author,Author
New York Times,New York Times
United States government,United States government
Virginia L. Giuffre,Virginia L. Giuffre
Prince Andrew,Prince Andrew
Federal government,Federal government
Jeffrey E.,Jeffrey E.
author (unnamed),author (unnamed)
victims' rights,victims' rights
Splash News,Splash News
Chris Bott,Chris Bott
YIVO Institute event,YIVO Institute event
reception,reception
Victoria's Secret Angels party,Victoria's Secret Angels party
unknown person A,unknown person A
Radar magazine launch,Radar magazine launch
18-month state sentence (13 months served),18-month state sentence (13 months served)
West Palm Beach courthouse,West Palm Beach courthouse
Little Saint James island,Little Saint James island
Tribeca Ball,Tribeca Ball
Atlantis submarine,Atlantis submarine
Visoski,Visoski
Mar-a-Lago reception,Mar-a-Lago reception
Victoria???s Secret Angels party,Victoria???s Secret Angels party
The Stockade,The Stockade
Patrick Mullen,Patrick Mullen
Neil Rasmus,Neil Rasmus
"conference ""Confronting...""","conference ""Confronting..."""
NY Academy of Art Tribeca Ball,NY Academy of Art Tribeca Ball
Ward,Ward
Todd Meister,Todd Meister
Bob Meister,Bob Meister
Orin Kramer,Orin Kramer
document,document
massage therapist,massage therapist
state attorney's office,state attorney's office
unknown person B,unknown person B
unknown girl,unknown girl
Ballet of Florida,Ballet of Florida
ASA Belohlavek,ASA Belohlavek
Goldberger,Goldberger
unknown cameraman,unknown cameraman
unknown person,unknown person
producer,producer
helicopter,helicopter
cameraman,cameraman
his plane,his plane
unknown driver,unknown driver
traffic helicopter,traffic helicopter
unknown person C,unknown person C
drug dealers,drug dealers
Krischer,Krischer
"bail of $3,000","bail of $3,000"
B.B.,B.B.
Reiter,Reiter
solicitation for prostitution,solicitation for prostitution
Florida grand jury,Florida grand jury
extraordinary plea agreement,extraordinary plea agreement
top defense team,top defense team
US Attorney's office,US Attorney's office
state felony offenses for solicitation of prostitution,state felony offenses for solicitation of prostitution
potential co-conspirators,potential co-conspirators
53-count indictment,53-count indictment
Jane Doe,Jane Doe
Gulliver,Gulliver
board of directors of friends,board of directors of friends
full-time masseur,full-time masseur
"email alert with automatic reply ""On vacation""","email alert with automatic reply ""On vacation"""
local sheriff,local sheriff
Palm Beach County Main Detention Center,Palm Beach County Main Detention Center
Igor Zino???viev,Igor Zino???viev
Arnold Pr,Arnold Pr
Igor Zinoiev,Igor Zinoiev
Arnold,Arnold
John Goodman,John Goodman
sexual offender,sexual offender
Kirk Efkowitz,Kirk Efkowitz
unknown prosecutor,unknown prosecutor
Mr. Black,Mr. Black
FBI representative,FBI representative
MJ,MJ
Oria Allred,Oria Allred
questioning,questioning
U.S. Attorney???s Office for the Southern District of Florida,U.S. Attorney???s Office for the Southern District of Florida
solicitation of prostitution and procurement of minors for prostitution,solicitation of prostitution and procurement of minors for prostitution
Non???Prosecution Agreement,Non???Prosecution Agreement
minor females,minor females
people in California,people in California
question about procuring minors for prostitution,question about procuring minors for prostitution
question about coercing or enticing minors for sexual acts,question about coercing or enticing minors for sexual acts
question about fondling underage females,question about fondling underage females
question about oral sex with females under 18,question about oral sex with females under 18
question about personal sexual preference for children,question about personal sexual preference for children
question about identity of the Palm Beach billionaire,question about identity of the Palm Beach billionaire
question about authorized persons to make payments to his lawyers,question about authorized persons to make payments to his lawyers
question about false statements in L.M.???s 2008 complaint,question about false statements in L.M.???s 2008 complaint
BlackRock,BlackRock
CEOS,CEOS
felony conviction,felony conviction
women aged 16 and 17,women aged 16 and 17
letter,letter
consensual conduct in his home,consensual conduct in his home
Ms. Gonzalez,Ms. Gonzalez
expedited guilty plea,expedited guilty plea
highly successful businessman and philanthropist,highly successful businessman and philanthropist
unknown minor plaintiff,unknown minor plaintiff
Jack,Jack
question,question
email,email
unknown witness A,unknown witness A
Scott,Scott
Scarola,Scarola
Mr. Alessi,Mr. Alessi
Ms. Maxwell,Ms. Maxwell
Witness,Witness
The Witness,The Witness
deposition of Paul G. Cassell,deposition of Paul G. Cassell
Jane Doe 102,Jane Doe 102
international sex trafficking organization,international sex trafficking organization
Glenn Maxwell,Glenn Maxwell
Miss Roberts,Miss Roberts
residence,residence
Mr. Edwards,Mr. Edwards
MR. Simpson,MR. Simpson
MR. Scarola,MR. Scarola
documents,documents
Marty Weinberg,Marty Weinberg
unknown girls,unknown girls
Brunel's girls,Brunel's girls
two state crimes,two state crimes
court filing,court filing
Chauntae Davies,Chauntae Davies
legal consequences,legal consequences
economics,economics
Foundation,Foundation
unknown person D,unknown person D
unknown person E,unknown person E
Boris Johnson,Boris Johnson
unknown person F,unknown person F
court case,court case
Tipper Gore,Tipper Gore
$30 million,$30 million
the Court,the Court
Mr. Figueroa,Mr. Figueroa
summary judgment motion,summary judgment motion
townhouse,townhouse
"Attorney's Office, Southern District of Florida","Attorney's Office, Southern District of Florida"
money,money
phone number,phone number
registered sex offender,registered sex offender
Fifth Amendment privilege,Fifth Amendment privilege
French government,French government
unknown narrator,unknown narrator
pilot,pilot
driver,driver
unknown police officer,unknown police officer
meeting,meeting
Bashar al???Assad,Bashar al???Assad
Sandy Berger,Sandy Berger
equitable relief lawsuit,equitable relief lawsuit
obstruction of justice allegation,obstruction of justice allegation
private jet usage,private jet usage
soliciting sex with a minor,soliciting sex with a minor
sentence for soliciting sex with a minor,sentence for soliciting sex with a minor
civil lawsuits,civil lawsuits
New York appeals court,New York appeals court
Florida jail,Florida jail
underage prostitution,underage prostitution
lawsuits by young women,lawsuits by young women
13 months of state sentence,13 months of state sentence
state probation,state probation
Bill Clinton contact info,Bill Clinton contact info
level 3 registered sex offender,level 3 registered sex offender
teenage girls,teenage girls
girls,girls
Alexander Costa,Alexander Costa
soliciting underaged hookers,soliciting underaged hookers
MC2 modeling owners,MC2 modeling owners
Jane Doe No.1,Jane Doe No.1
Jane Doe No.2,Jane Doe No.2
Lorraine,Lorraine
Jean???Luc Brunel,Jean???Luc Brunel
case,case
error notification,error notification
assets,assets
article,article
banks,banks
stock market,stock market
photographic collection,photographic collection
Nadia Bjournik,Nadia Bjournik
Sky William Roberts,Sky William Roberts
Heidi Klum,Heidi Klum
Matt Groning,Matt Groning
unknown lawyer,unknown lawyer
US Attorney's Office,US Attorney's Office
Jenna,Jenna
State Attorney for Palm Beach County,State Attorney for Palm Beach County
legal_analysis_on_Florida_statute_of_limitations,legal_analysis_on_Florida_statute_of_limitations
another person,another person
??2422(b) federal statute,??2422(b) federal statute
Florida_prostitution_law,Florida_prostitution_law
MEN,MEN
MRE,MRE
federal trafficking statutes,federal trafficking statutes
unknown woman,unknown woman
bedroom,bedroom
room,room
Ms. Bilafonia,Ms. Bilafonia
Ms. Bilafonta,Ms. Bilafonta
RMI,RMI
unknown victim B,unknown victim B
unknown person J,unknown person J
Ms. Bilafontia,Ms. Bilafontia
his residence in Palm Beach,his residence in Palm Beach
taped car interview,taped car interview
Saige,Saige
Jeff Herman,Jeff Herman
process servers,process servers
photo,photo
dad's house,dad's house
Nick,Nick
Brandon,Brandon
Maria C. Powers,Maria C. Powers
J. Consor & Associates,J. Consor & Associates
Mr. Lewis,Mr. Lewis
Lily Ann Sanchez,Lily Ann Sanchez
Mr. Lefcourt,Mr. Lefcourt
unknown law enforcement officer,unknown law enforcement officer
minor victim,minor victim
Ms. Miller,Ms. Miller
Palm Beach County State Attorney???s Office,Palm Beach County State Attorney???s Office
U.S. Attorney???s Office,U.S. Attorney???s Office
State Attorney???s Office,State Attorney???s Office
United States Attorney???s Office,United States Attorney???s Office
indictment for solicitation of prostitution,indictment for solicitation of prostitution
information requiring sex offender registration,information requiring sex offender registration
thirty month imprisonment,thirty month imprisonment
twelve months community control,twelve months community control
information filed by State Attorney???s Office,information filed by State Attorney???s Office
United States District Court for the Southern District of Florida,United States District Court for the Southern District of Florida
guilty plea,guilty plea
agreement terms,agreement terms
United States Attorney for the Southern District of Florida,United States Attorney for the Southern District of Florida
grand jury indictment right,grand jury indictment right
prosecution by Information filed by United States Attorney,prosecution by Information filed by United States Attorney
"U.S. Attorney's Office, Palm Beach","U.S. Attorney's Office, Palm Beach"
U.S. Attorney's Office West Palm Beach,U.S. Attorney's Office West Palm Beach
Ann Marie C. Villafana,Ann Marie C. Villafana
unknown sender,unknown sender
list of names,list of names
House Oversight investigation,House Oversight investigation
Ann Marie C Villafana,Ann Marie C Villafana
Jay,Jay
Ann Marie Villafafia,Ann Marie Villafafia
Jane Doe's Father,Jane Doe's Father
Jane Doe's Stepmother,Jane Doe's Stepmother
"Palm Beach, FL","Palm Beach, FL"
September 24 2007 Agreement,September 24 2007 Agreement
Black,Black
Weinberg,Weinberg
Venice,Venice
Ed Pressman,Ed Pressman
Jews,Jews
unknown professor,unknown professor
US government,US government
felony charges involving prostitution and solicitation of a minor,felony charges involving prostitution and solicitation of a minor
public materials,public materials
Rothstein,Rothstein
deposition_questions,deposition_questions
Motion for Summary Judgment,Motion for Summary Judgment
public filings,public filings
William Chester Brewer,William Chester Brewer
question about sexual assault,question about sexual assault
Ms. Groff,Ms. Groff
indictment for solicitation of prostitution and procurement of minors in Palm Beach County,indictment for solicitation of prostitution and procurement of minors in Palm Beach County
"30 months (18 months jail, 12 months community control)","30 months (18 months jail, 12 months community control)"
state plea agreement,state plea agreement
Southern District of Florida Court,Southern District of Florida Court
Herman and Mermelstein,Herman and Mermelstein
unknown attorney,unknown attorney
self-incrimination,self-incrimination
deposition questions,deposition questions
Mr. Horowitz,Mr. Horowitz
young models,young models
question about personal relationship with former President Clinton,question about personal relationship with former President Clinton
question about fabricated claims by Mr. Edwards,question about fabricated claims by Mr. Edwards
question about actual value of the claim of E.W.,question about actual value of the claim of E.W.
question about actual value of the claim of L.M. and Jane Doe,question about actual value of the claim of L.M. and Jane Doe
question about any pending fabricated claim against him,question about any pending fabricated claim against him
question about damaging evidence in his garbage,question about damaging evidence in his garbage
question about sexual assaults on a private airplane,question about sexual assaults on a private airplane
pending claim,pending claim
"question about flight log containing names of celebrities, dignitaries, or international figures","question about flight log containing names of celebrities, dignitaries, or international figures"
damaging evidence,damaging evidence
flight log,flight log
Second Amended Complaint,Second Amended Complaint
Second Renewed Motion for Leave to Assert Claim for Punitive Damages,Second Renewed Motion for Leave to Assert Claim for Punitive Damages
18 months in jail,18 months in jail
shodan,shodan
Kramden,Kramden
jemrtn,jemrtn
dinner,dinner
party,party
affidavit,affidavit
abuse of minor girls,abuse of minor girls
14 phone numbers for Donald Trump,14 phone numbers for Donald Trump
Larry Morrison,Larry Morrison
Magistrate Judge Linnea R. Johnson,Magistrate Judge Linnea R. Johnson
Rodney Romano,Rodney Romano
Doe,Doe
C.L.,C.L.
"Robert D. Critton, Jr.","Robert D. Critton, Jr."
Dialog Retreat,Dialog Retreat
Sullivan,Sullivan
employees,employees
task,task
Paris apartment,Paris apartment
guns,guns
federal court in Florida,federal court in Florida
pre???charging victim???standing issue,pre???charging victim???standing issue
two state felonies for soliciting prostitution with a minor,two state felonies for soliciting prostitution with a minor
luxurious office,luxurious office
government response in Epstein case,government response in Epstein case
Office of Legal Counsel CVRA interpretation,Office of Legal Counsel CVRA interpretation
court system,court system
deposition excerpt,deposition excerpt
DDA Statement History,DDA Statement History
unknown person G,unknown person G
unknown person H,unknown person H
unknown person I,unknown person I
unknown caller A,unknown caller A
Michelle Campos,Michelle Campos
Jennifer,Jennifer
Joseph Rueda,Joseph Rueda
Florena Rueda,Florena Rueda
Francis Peadon,Francis Peadon
Bil Peadon,Bil Peadon
Nicole Hessey,Nicole Hessey
Cherie Lynch,Cherie Lynch
Larry Visusky,Larry Visusky
Black Mercedes 600,Black Mercedes 600
Black Suburban,Black Suburban
Mercedes Sports Convertible,Mercedes Sports Convertible
Alan Stopeck,Alan Stopeck
Jerome Pierre (Gardner),Jerome Pierre (Gardner)
Francis & Pastora House cleaning service,Francis & Pastora House cleaning service
dinner_attendees,dinner_attendees
household account,household account
Bank,Bank
account 000-000-0000,account 000-000-0000
"incoming wire credit of $10,000","incoming wire credit of $10,000"
check 2515 ($125.00),check 2515 ($125.00)
"check 2516 ($1,600.00)","check 2516 ($1,600.00)"
check 2311 ($549.29),check 2311 ($549.29)
check 2521 ($517.74),check 2521 ($517.74)
check 25220 ($210.00),check 25220 ($210.00)
check 2518e ($101.03),check 2518e ($101.03)
"check 2519 ($2,925.68)","check 2519 ($2,925.68)"
"check ($1,000.00)","check ($1,000.00)"
"check ($2,000.00)","check ($2,000.00)"
PY,PY
Theresa May,Theresa May
source on currency market intervention,source on currency market intervention
House Oversight Report,House Oversight Report
two minor charges,two minor charges
17 out-of-court settlements,17 out-of-court settlements
Democratic Party candidates,Democratic Party candidates
unknown senator,unknown senator
U.S. prosecutors,U.S. prosecutors
13 months of prison sentence,13 months of prison sentence
unknown woman B,unknown woman B
child sex crimes,child sex crimes
New York mansion,New York mansion
maths teacher,maths teacher
Queen,Queen
minor charges,minor charges
civil settlements,civil settlements
Leslie Wex,Leslie Wex
four businesses,four businesses
Grad Edwards,Grad Edwards
Neil deGrasse Tyson,Neil deGrasse Tyson
two Florida criminal charges,two Florida criminal charges
Marra,Marra
perjury,perjury
Anderson,Anderson
Secret Service,Secret Service
Ken,Ken
unknown persons,unknown persons
financial system,financial system
event,event
Peter,Peter
Black community,Black community
apartment,apartment
people,people
Rand,Rand
Bolton,Bolton
multiple minors,multiple minors
minor,minor
sexual abuse and sex trafficking scheme,sexual abuse and sex trafficking scheme
reporter,reporter
private island,private island
minor sex offenses,minor sex offenses
computers,computers
Chinese language,Chinese language
old man,old man
Ted,Ted
Andy Warhol,Andy Warhol
Artificial Intelligence,Artificial Intelligence
John Watson,John Watson
conversation,conversation
Bronx,Bronx
Appellate case App. Div. No. 6081,Appellate case App. Div. No. 6081
People of the State of New York v. Jeffrey Epstein appeal,People of the State of New York v. Jeffrey Epstein appeal
Mr. Weinberg,Mr. Weinberg
Micelle Licata,Micelle Licata
Palm Beach County Police,Palm Beach County Police
Level 1 offender status,Level 1 offender status
Kim,Kim
Gerry,Gerry
Greenberg,Greenberg
fine,fine
project,project
dog,dog
politicians,politicians
philanthropy,philanthropy
Paul Kagame,Paul Kagame
unknown employer,unknown employer
closet,closet
Irving,Irving
Washington D.C.,Washington D.C.
Cohen,Cohen
Vernon Jordan,Vernon Jordan
legal case,legal case
Ms. Haddad,Ms. Haddad
defendant in fake settlement,defendant in fake settlement
Mr. Rothstein,Mr. Rothstein
psychologists' assessment,psychologists' assessment
Hoffenberg,Hoffenberg
Daniel Payton,Daniel Payton
Richard Allen,Richard Allen
United Fire,United Fire
Emery Air Freight Corp.,Emery Air Freight Corp.
media article about Alan Dershowitz,media article about Alan Dershowitz
private section of Palm Beach County stockade,private section of Palm Beach County stockade
"six days a week, 12 hours a day","six days a week, 12 hours a day"
private office in West Palm Beach,private office in West Palm Beach
Sheriff's deputy,Sheriff's deputy
retired deputy,retired deputy
Ransome,Ransome
New York City mansion,New York City mansion
private island in the Virgin Islands,private island in the Virgin Islands
New York apartment,New York apartment
Florida state sex trafficking charge,Florida state sex trafficking charge
sentencing,sentencing
private wing,private wing
work release,work release
private psychologist,private psychologist
Manhattan private residence,Manhattan private residence
Townhouse,Townhouse
fleet of aircraft,fleet of aircraft
Casey Wasserman,Casey Wasserman
stuffed black poodle,stuffed black poodle
Louis Ranieri,Louis Ranieri
Ace Greenberg's son,Ace Greenberg's son
Ace Greenberg's daughter,Ace Greenberg's daughter
Institute of International Education,Institute of International Education
Marshall Rose,Marshall Rose
Murray Gell-Mann,Murray Gell-Mann
town house,town house
Domenica,Domenica
team presenting to Leslie Wexner,team presenting to Leslie Wexner
Douglas Leese,Douglas Leese
International Assets Group Inc.,International Assets Group Inc.
Jonathan Harris,Jonathan Harris
Robert Blackburn,Robert Blackburn
Michael (Mickey) Tarnopol,Michael (Mickey) Tarnopol
Bear Stearns executive committee,Bear Stearns executive committee
Mr. Harris,Mr. Harris
Mr. Cayne,Mr. Cayne
stock purchases and sales for Hoffenberg,stock purchases and sales for Hoffenberg
insurance company bonds used for takeover bids,insurance company bonds used for takeover bids
"$500,000 treasury bond purchase without money down","$500,000 treasury bond purchase without money down"
Martin Hoffenberg,Martin Hoffenberg
Pennwalt scheme,Pennwalt scheme
investment,investment
Wexner's bad investments,Wexner's bad investments
Lars Forsberg,Lars Forsberg
Victoria???s Secret fashion show,Victoria???s Secret fashion show
social_gathering,social_gathering
non???prosecution agreement,non???prosecution agreement
settlements,settlements
felony solicitation of prostitution from a minor,felony solicitation of prostitution from a minor
art community,art community
Pierce,Pierce
call,call
Chevron,Chevron
Gates,Gates
brother,brother
partner,partner
New Yorker,New Yorker
The Fidelity Fix,The Fidelity Fix
345 South County Road,345 South County Road
beige massage table,beige massage table
black framed photo of nude girl,black framed photo of nude girl
two vibrators - twin torpedo,two vibrators - twin torpedo
high school transcript,high school transcript
"345 South County Road, Palm Beach FL 33480","345 South County Road, Palm Beach FL 33480"
green massage table,green massage table
thrifty rental agreement,thrifty rental agreement
guest house message book,guest house message book
case number 31E-MM-108062,case number 31E-MM-108062
"345 South County Road, Palm Beach, FL","345 South County Road, Palm Beach, FL"
medical supplies,medical supplies
documents and white papers,documents and white papers
audio???visual materials,audio???visual materials
evidence items list,evidence items list
VHS tape of surveillance,VHS tape of surveillance
WEE,WEE
Sgt Frick,Sgt Frick
Tony Higgins,Tony Higgins
unknown minor A,unknown minor A
unknown female helper,unknown female helper
unlawful sexual activity with a minor,unlawful sexual activity with a minor
Mike Edmondson,Mike Edmondson
Jack Goldberg,Jack Goldberg
conspiracy to steal U.S. Treasury checks,conspiracy to steal U.S. Treasury checks
Palm Beach Court,Palm Beach Court
Gary Nikolits,Gary Nikolits
Larry Keller,Larry Keller
Richard Tendler,Richard Tendler
Michelle Suskauer,Michelle Suskauer
Betty Resch,Betty Resch
Dekle,Dekle
big homes,big homes
Joe Lieberman,Joe Lieberman
Christopher Dodd,Christopher Dodd
J. Epstein and Co.,J. Epstein and Co.
Haley Robinson,Haley Robinson
County Grand Jury,County Grand Jury
Dan Klores,Dan Klores
child prostitution,child prostitution
Curtis D. Krauel,Curtis D. Krauel
unknown officer,unknown officer
Nickie A. Altomaro,Nickie A. Altomaro
JERR,JERR
Attorney Guy Fronstin,Attorney Guy Fronstin
Johanna Sjoberg,Johanna Sjoberg
Mr. Fronstin,Mr. Fronstin
unknown minor girl,unknown minor girl
Allen C. Dicks,Allen C. Dicks
unknown investigator,unknown investigator
unknown massage therapist,unknown massage therapist
Glenn (unknown last name),Glenn (unknown last name)
Venero,Venero
unknown victim C,unknown victim C
psychiatric/sexual evaluation,psychiatric/sexual evaluation
unsupervised visits with minors,unsupervised visits with minors
Belohlavic,Belohlavic
MJT,MJT
child prostitution investigation,child prostitution investigation
SA,SA
PBCRA,PBCRA
AUSAs,AUSAs
Case Agents,Case Agents
Beach PD,Beach PD
Detective Reiter,Detective Reiter
law enforcement department,law enforcement department
El Brillo Way,El Brillo Way
DOBBS,DOBBS
FRICK,FRICK
Dobbs,Dobbs
Erick,Erick
Jenny,Jenny
Cynthia,Cynthia
Jett,Jett
Police officer,Police officer
HarvardX,HarvardX
USAO in Miami,USAO in Miami
consensual solicitation of prostitution,consensual solicitation of prostitution
Ms. RRR,Ms. RRR
Ms. BBM,Ms. BBM
polygraph test,polygraph test
unlawful sex acts with a minor,unlawful sex acts with a minor
hilltop mansion,hilltop mansion
waterfront home,waterfront home
four counts of unlawful sexual activity with a minor,four counts of unlawful sexual activity with a minor
plea offer,plea offer
Palm Beach County Resident Agency,Palm Beach County Resident Agency
deep state,deep state
Inspector General,Inspector General
Deception,Deception
false flags,false flags
David Davis,David Davis
oil,oil
Bob Iger,Bob Iger
Oleg Deripaska,Oleg Deripaska
Hicks,Hicks
New Yorker article,New Yorker article
wall,wall
Miller,Miller
Brussels,Brussels
Jack Ma,Jack Ma
budget,budget
Break Fast after Yom Kippur,Break Fast after Yom Kippur
Debbie Bancroft,Debbie Bancroft
Julia Koch,Julia Koch
Alan Loeb,Alan Loeb
Alzheimer's Ball,Alzheimer's Ball
Prince Dimitri of Yugoslavia,Prince Dimitri of Yugoslavia
religion,religion
Sultan,Sultan
science,science
interview,interview
Unidentified Female,Unidentified Female
massages,massages
NU,NU
unknown female,unknown female
unknown female companion A,unknown female companion A
female companions,female companions
unknown person DP],unknown person DP]
unknown female massage provider,unknown female massage provider
Robson,Robson
FBI Miami PBCRA,FBI Miami PBCRA
Federal Grand Jury sub???file request,Federal Grand Jury sub???file request
flight,flight
customs,customs
Sharon R. Bock,Sharon R. Bock
Mary Jaffe,Mary Jaffe
private plane,private plane
New York Academy of the Arts,New York Academy of the Arts
Scientific Web Group,Scientific Web Group
New York Academy of Arts,New York Academy of Arts
unknown girl B,unknown girl B
prostitution solicitation charge,prostitution solicitation charge
Sanchez,Sanchez
unknown woman in New York,unknown woman in New York
Gelsey Kirkland,Gelsey Kirkland
Kiera Knightly,Kiera Knightly
"53rd Street between Madison and Park avenues, New York City","53rd Street between Madison and Park avenues, New York City"
power,power
federal investigation,federal investigation
$30 million to Harvard,$30 million to Harvard
Bill Hoffmann,Bill Hoffmann
Corynne Stelndler,Corynne Stelndler
Marlanne Garvey,Marlanne Garvey
plea deal with state of Florida,plea deal with state of Florida
soliciting a 14-year-old hooker,soliciting a 14-year-old hooker
Teri Barbera,Teri Barbera
soliciting prostitution and procuring a minor,soliciting prostitution and procuring a minor
GPS ankle bracelet,GPS ankle bracelet
permit deputy,permit deputy
Federal Agents,Federal Agents
U.S. Attorney's Office letter,U.S. Attorney's Office letter
Jane Doe 101,Jane Doe 101
Susan Spencer-Wendel,Susan Spencer-Wendel
plea deal,plea deal
Donald Hafele,Donald Hafele
Florida state courts,Florida state courts
prostitution_related_felonies,prostitution_related_felonies
13 months in Palm Beach county jail,13 months in Palm Beach county jail
Caribbean island,Caribbean island
Palm Beach police chief,Palm Beach police chief
Miami Division,Miami Division
civil victims,civil victims
Granada,Granada
Tangier,Tangier
Rupert,Rupert
State Court,State Court
Florida Prison,Florida Prison
lenient plea deal,lenient plea deal
Michael Villafafia,Michael Villafafia
sex offender label and dropped federal investigation,sex offender label and dropped federal investigation
email address,email address
legal counsel,legal counsel
names of trafficked girls,names of trafficked girls
federal sex crimes prosecution,federal sex crimes prosecution
little black book,little black book
October 2005 flight log,October 2005 flight log
sex abuse litigation,sex abuse litigation
Bruce Rinehart,Bruce Rinehart
Mr. Indyke,Mr. Indyke
Ana,Ana
Internat Assets Group,Internat Assets Group
Solow Tower,Solow Tower
apartment on East 66th Street,apartment on East 66th Street
any wrongdoing,any wrongdoing
Stuart Pivar,Stuart Pivar
Abigail Koppel,Abigail Koppel
diminutive women,diminutive women
JaMeES Patterson,JaMeES Patterson
Jimmy Cz,Jimmy Cz
finger food,finger food
sexual assault allegation,sexual assault allegation
inmates of the Gun Club,inmates of the Gun Club
treatment,treatment
house on El Brillo Way,house on El Brillo Way
designated driver,designated driver
Igor Zino,Igor Zino
Sheriff Bradshaw,Sheriff Bradshaw
Roy,Roy
sex offense charges,sex offense charges
state prison in Florida,state prison in Florida
incarceration,incarceration
Patterson,Patterson
multiple luxury vehicles and boats,multiple luxury vehicles and boats
seven civil plaintiffs,seven civil plaintiffs
pornography websites and sexual networking platforms,pornography websites and sexual networking platforms
six Suburbans,six Suburbans
Donzi powerboat,Donzi powerboat
sexual offenses,sexual offenses
House Oversight document,House Oversight document
psychopathology_report,psychopathology_report
Science.com,Science.com
JeffreyEpstein-Science.com,JeffreyEpstein-Science.com
scientific conference,scientific conference
Beverly,Beverly
Gary Grossberg,Gary Grossberg
annual bonus,annual bonus
rocket ship,rocket ship
Obregon's bank,Obregon's bank
Bear Stearns bonus and recovered funds,Bear Stearns bonus and recovered funds
Kate Middleton,Kate Middleton
Law & Order: SVU episode,Law & Order: SVU episode
young French girl,young French girl
Trump's resort,Trump's resort
Jordan (character) in SVU episode,Jordan (character) in SVU episode
his own story,his own story
Fittuy Ricu TTERSON,Fittuy Ricu TTERSON
unknown student,unknown student
Fittay Ricu,Fittay Ricu
Seed Media,Seed Media
TM,TM
LM,LM
State Supreme Court,State Supreme Court
Sarah Kensington,Sarah Kensington
women at Manhattan tower,women at Manhattan tower
underaged girls,underaged girls
Fittay Ricw,Fittay Ricw
psychological treatment,psychological treatment
Illtoday,Illtoday
Slovakian press,Slovakian press
Al Secke,Al Secke
Foundation for Hair Restoration,Foundation for Hair Restoration
Financial Trust,Financial Trust
convicted pedophile,convicted pedophile
plastic surgeon,plastic surgeon
reconstructive surgeon,reconstructive surgeon
hair transplant surgeon,hair transplant surgeon
sports,sports
philanthropic organizations,philanthropic organizations
soliciting an underage girl for prostitution,soliciting an underage girl for prostitution
arts,arts
sciences,sciences
research,research
underage prostitution solicitation,underage prostitution solicitation
plastic surgery field,plastic surgery field
philanthropic and charitable organizations,philanthropic and charitable organizations
Maxine Waters,Maxine Waters
intellectual exchanges,intellectual exchanges
Cole Architects,Cole Architects
Stanley,Stanley
private jet 727,private jet 727
girls and women,girls and women
Alex Campbell,Alex Campbell
U.S. Virgin Islands island,U.S. Virgin Islands island
racketeering suit,racketeering suit
sexual libertine,sexual libertine
racketeering suit against Scott Rothstein and Bradley Edwards,racketeering suit against Scott Rothstein and Bradley Edwards
Forbes 400,Forbes 400
wealth heirs,wealth heirs
magazine purchase effort,magazine purchase effort
Paul Dacre,Paul Dacre
powerful guest,powerful guest
Sheikh Hamad,Sheikh Hamad
Bernie Ebbers,Bernie Ebbers
chocolate,chocolate
Thorbj??rn Jagland,Thorbj??rn Jagland
cancer research,cancer research
building at 66 Street and Second Avenue,building at 66 Street and Second Avenue
Herb Seigel,Herb Seigel
English shooting parties,English shooting parties
looted countries,looted countries
wealthy families,wealthy families
Monica Clinton,Monica Clinton
investigation process,investigation process
daily massage,daily massage
happy ending massages,happy ending massages
juveniles,juveniles
